Input,Output,PMID
transient expression of yfp myosin xi tail or yfp myosin xi nocoil in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi nocoil in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _METHOD_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi nocoil in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _LOCATION_ marker _BLANKP_ _METHOD_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi nocoil in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _METHOD_ or _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi nocoil in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi nocoil in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _LOCATION_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _PROTEIN_ or _LOCATION_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _PROTEIN_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _PROTEIN_ or _BLANKL_ marker _BLANKP_ _METHOD_ or _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _PROTEIN_ or _LOCATION_ marker _BLANKP_ _METHOD_ or _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _PROTEIN_ or _BLANKL_ marker _BLANKP_ _METHOD_ or _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _PROTEIN_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _PROTEIN_ or _LOCATION_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _PROTEIN_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _LOCATION_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _METHOD_ _BLANKP_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _BLANKP_ or _LOCATION_ marker _PROTEIN_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _BLANKP_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ or _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _PROTEIN_ _METHOD_ or _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _PROTEIN_ _METHOD_ or _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _LOCATION_ marker _PROTEIN_ _BLANKM_ or _BLANKL_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ or _LOCATION_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _METHOD_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _BLANKP_ or _LOCATION_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _METHOD_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _LOCATION_ marker _BLANKP_ _METHOD_ or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _METHOD_ or _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or _BLANKL_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _BLANKP_ or _LOCATION_ marker _BLANKP_ _BLANKM_ or _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _PROTEIN_ or mitochondrial marker coxiv gfp or _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _PROTEIN_ or mitochondrial marker coxiv gfp or _BLANKL_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _BLANKM_ _PROTEIN_ or mitochondrial marker coxiv gfp or _LOCATION_ marker _BLANKP_ _METHOD_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _METHOD_ _BLANKP_ or mitochondrial marker coxiv gfp or _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _BLANKL_ marker _METHOD_ _BLANKP_ or mitochondrial marker coxiv gfp or _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,17288617
transient expression of yfp myosin xi tail or yfp myosin xi tail in tobacco leaves h after agrobacterium co infiltration with either _LOCATION_ marker _BLANKM_ _BLANKP_ or mitochondrial marker coxiv gfp or _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,17288617
in contrast _PROTEIN_ _METHOD_ partially co localized with the rat sialyl transferase that is localized to _LOCATION_ and the _BLANKL_ .,Y,17376158
_PROTEIN_ is weakly expressed in various tissues including the root . when transiently expressed as a _METHOD_ fusion in protoplasts it co localized with the vha subunit of the proton transporting v type atpase in the _BLANKL_ _LOCATION_ .,Y,17376158
in contrast _PROTEIN_ _METHOD_ partially co localized with the rat sialyl transferase that is localized to _BLANKL_ and the _LOCATION_ .,Y,17376158
_PROTEIN_ is weakly expressed in various tissues including the root . when transiently expressed as a _METHOD_ fusion in protoplasts it co localized with the vha subunit of the proton transporting v type atpase in the _LOCATION_ _BLANKL_ .,Y,17376158
_PROTEIN_ ha _METHOD_ also localized to the _LOCATION_ and to _BLANKL_ .,Y,17612410
_PROTEIN_ ha _METHOD_ was localized mainly to the _LOCATION_ as shown by the fluorescently labeled reticulate net like structure .,Y,17612410
_PROTEIN_ ha _METHOD_ also localized to the _BLANKL_ and to _LOCATION_ .,Y,17612410
using a spinning disk scanning laser confocal microscope _PROTEIN_ ha _METHOD_ was observed in the _LOCATION_ _BLANKL_ and in small _BLANKL_ in young seedlings .,Y,17612410
using a spinning disk scanning laser confocal microscope _PROTEIN_ ha _METHOD_ was observed in the _BLANKL_ _LOCATION_ and in small _BLANKL_ in young seedlings .,Y,17612410
using a spinning disk scanning laser confocal microscope _PROTEIN_ ha _METHOD_ was observed in the _BLANKL_ _BLANKL_ and in small _LOCATION_ in young seedlings .,Y,17612410
_PROTEIN_ ha _METHOD_ was localized mainly to the _BLANKL_ as shown by the fluorescently labeled reticulate net like structure . _BLANKP_ ha _BLANKM_ also localized to the _LOCATION_ and to _BLANKL_ .,N,17612410
_PROTEIN_ ha _METHOD_ was localized mainly to the _BLANKL_ as shown by the fluorescently labeled reticulate net like structure . _BLANKP_ ha _BLANKM_ also localized to the _BLANKL_ and to _LOCATION_ .,N,17612410
_PROTEIN_ ha _BLANKM_ was localized mainly to the _LOCATION_ as shown by the fluorescently labeled reticulate net like structure . _BLANKP_ ha _METHOD_ also localized to the _BLANKL_ and to _BLANKL_ .,N,17612410
_PROTEIN_ ha _BLANKM_ was localized mainly to the _BLANKL_ as shown by the fluorescently labeled reticulate net like structure . _BLANKP_ ha _METHOD_ also localized to the _LOCATION_ and to _BLANKL_ .,N,17612410
_PROTEIN_ ha _BLANKM_ was localized mainly to the _BLANKL_ as shown by the fluorescently labeled reticulate net like structure . _BLANKP_ ha _METHOD_ also localized to the _BLANKL_ and to _LOCATION_ .,N,17612410
_BLANKP_ ha _METHOD_ was localized mainly to the _LOCATION_ as shown by the fluorescently labeled reticulate net like structure . _PROTEIN_ ha _BLANKM_ also localized to the _BLANKL_ and to _BLANKL_ .,N,17612410
_BLANKP_ ha _METHOD_ was localized mainly to the _BLANKL_ as shown by the fluorescently labeled reticulate net like structure . _PROTEIN_ ha _BLANKM_ also localized to the _LOCATION_ and to _BLANKL_ .,N,17612410
_BLANKP_ ha _METHOD_ was localized mainly to the _BLANKL_ as shown by the fluorescently labeled reticulate net like structure . _PROTEIN_ ha _BLANKM_ also localized to the _BLANKL_ and to _LOCATION_ .,N,17612410
_BLANKP_ ha _BLANKM_ was localized mainly to the _LOCATION_ as shown by the fluorescently labeled reticulate net like structure . _PROTEIN_ ha _METHOD_ also localized to the _BLANKL_ and to _BLANKL_ .,N,17612410
the g _PROTEIN_ _METHOD_ expression is predominantly visible in the _LOCATION_ of the floral meristem cells of floral buds from stage onwards while there is no or minimal expression in the rest of the,Y,17868439
the _PROTEIN_ sequence directed _METHOD_ to the _LOCATION_ whereas the gfp alone control was detected uniformly in the cytosol .,Y,17877833
the _PROTEIN_ _METHOD_ fusion was targeted to the _LOCATION_ in leaf protoplasts and lightly labeled several intracellular structures .,Y,17877833
these results suggested that the _PROTEIN_ sequence directed the fused _METHOD_ through the secretory pathway to the _LOCATION_ .,Y,17877833
figure transient expression reveals _PROTEIN_ _METHOD_ trafficking to the _LOCATION_ of arabidopsis leaf protoplasts using confocal laser scanning microscopy .,Y,17877833
_METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ were therefore co expressed in these leaves and both localized to the same specific spots on the _LOCATION_ .,Y,18179725
localization of transiently expressed in n. benthamiana when fluorescent chimeras _BLANKM_ or _METHOD_ of _PROTEIN_ were transiently expressed in n. benthamiana leaves using agrobacterium infiltration fluorescence accumulated as dots on the _LOCATION_ of abaxial leaf epidermal cells .,Y,18179725
interestingly when the fluorescent chimera was co expressed with an er marker _PROTEIN_ _METHOD_ the punctate labeling pattern of _BLANKP_ correlated with the _LOCATION_ .,Y,18179725
localization of transiently expressed in n. benthamiana when fluorescent chimeras _METHOD_ or _BLANKM_ of _PROTEIN_ were transiently expressed in n. benthamiana leaves using agrobacterium infiltration fluorescence accumulated as dots on the _LOCATION_ of abaxial leaf epidermal cells .,Y,18179725
_BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ were therefore co expressed in these leaves and both localized to the same specific spots on the _LOCATION_ .,Y,18179725
_BLANKM_ _PROTEIN_ and _METHOD_ _BLANKP_ were therefore co expressed in these leaves and both localized to the same specific spots on the _LOCATION_ .,N,18179725
_METHOD_ _BLANKP_ and _BLANKM_ _PROTEIN_ were therefore co expressed in these leaves and both localized to the same specific spots on the _LOCATION_ .,N,18179725
interestingly when the fluorescent chimera was co expressed with an er marker _BLANKP_ _METHOD_ the punctate labeling pattern of _PROTEIN_ correlated with the _LOCATION_ .,N,18179725
_METHOD_ spectra of only peptide sequence . examples are _BLANKP_ protein and _PROTEIN_ protein each multiple times identified with peptides iewinsvltvpl and edlispr respectively . applying these two simple filters resulted in _LOCATION_ encoded,Y,18431481
_METHOD_ spectra of only peptide sequence . examples are _PROTEIN_ protein and _BLANKP_ protein each multiple times identified with peptides iewinsvltvpl and edlispr respectively . applying these two simple filters resulted in _LOCATION_ encoded,Y,18431481
images of the _LOCATION_ marker and the green fluorescence of _PROTEIN_ _METHOD_ were sequentially taken within second in the same cell because plant mitochondria actively moves along f actins .,Y,18454190
subcellular localization of in arabidopsis the _PROTEIN_ _METHOD_ construct and a _LOCATION_ marker atpase rfp were co transformed into purified arabidopsis leaf protoplasts using polyethyleneglycol method .,Y,18454190
the _PROTEIN_ _METHOD_ protein is targeted to the _LOCATION_ in order to examine the sub cellular protein localization of _BLANKP_ the _BLANKM_ _BLANKM_ was fused to the end of the coding sequence of .,Y,18544608
the _PROTEIN_ _BLANKM_ protein is targeted to the _LOCATION_ in order to examine the sub cellular protein localization of _BLANKP_ the _METHOD_ _BLANKM_ was fused to the end of the coding sequence of .,N,18544608
the _PROTEIN_ _BLANKM_ protein is targeted to the _LOCATION_ in order to examine the sub cellular protein localization of _BLANKP_ the _BLANKM_ _METHOD_ was fused to the end of the coding sequence of .,N,18544608
the _BLANKP_ _METHOD_ protein is targeted to the _LOCATION_ in order to examine the sub cellular protein localization of _PROTEIN_ the _BLANKM_ _BLANKM_ was fused to the end of the coding sequence of .,N,18544608
the _BLANKP_ _BLANKM_ protein is targeted to the _LOCATION_ in order to examine the sub cellular protein localization of _PROTEIN_ the _METHOD_ _BLANKM_ was fused to the end of the coding sequence of .,N,18544608
